
OPTIMIZING ON FOLD NUMBER 1
Number of workers = 16

COMPUTING LOCAL ACTIVE FEATURES
Computing active features for target column 0_expression_subtype
Features before filter: 20202
Features after any na, zero variance, and anova filters: 17891
Features active in view: 17891

CREATING INNER FOLDS

RUNNING GENETIC ALGORITHM
Generations completed = 244
Generations completed = 446
Generations completed = 618
Generations completed = 759
Generations completed = 886
   	     	         	        	         expression_subtype svm balanced accuracy        	                     leanness                    
   	     	         	        	---------------------------------------------------------	-------------------------------------------------
gen	evals	gen_feats	explored	min     	avg     	max     	std          	min      	avg      	max	std      
Optimization on fold finished in 00-02:55:23

FEATURE SETS SELECTED

PARETO FRONT
Number of solutions = 64
Features in hall of fame by prevalence:
185 features: [0_KIF2C, 0_ACOXL, 0_FTHL3, 0_FUT6, 0_PPP2R2B, 0_SKA2, 0_SFN, 0_GEMIN4, 0_CAPN2, 0_PODXL, 0_CLCA4, 0_PIK3C2A, 0_ALPP, 0_CD1A, 0_FBXW12, 0_FLJ35024, 0_KCNU1, 0_APOBEC3H, 0_ADPGK, 0_FGL1, 0_PTPRC, 0_UGT1A7, 0_APOC4, 0_BEX1, 0_C14orf181, 0_C18orf26, 0_C20orf144, 0_CAV3, 0_CD300C, 0_CDC6, 0_COX7B2, 0_CTHRC1, 0_CYCSP52, 0_CYTSB, 0_EIF4E3, 0_ERO1L, 0_ESYT2, 0_FGFBP2, 0_FOXD4, 0_INPP5A, 0_ISCA1P1, 0_LYG2, 0_PLUNC, 0_SLC25A37, 0_TMPRSS15, 0_VWC2, 0_ZNF256, 0_ZNF295, 0_HSPA12B, 0_EDN3, 0_KIAA0408, 0_IL25, 0_NTRK2, 0_ZMYND11, 0_COL24A1, 0_NAP1L2, 0_PTHLH, 0_RAP1A, 0_SNAI1, 0_TPP1, 0_C2orf54, 0_GGT8P, 0_RASIP1, 0_ROR1, 0_TFAP2E, 0_TSPAN4, 0_ZNF853, 0_GUSBL1, 0_CCL14-CCL15, 0_IVNS1ABP, 0_SLC16A6, 0_BBS1, 0_KCNN4, 0_OGFRL1, 0_SDPR, 0_ANLN, 0_C12orf57, 0_CCDC144B, 0_DKFZp686O24166, 0_FAM89B, 0_GPR110, 0_HRASLS2, 0_NCKAP1, 0_ADAMTS13, 0_AGFG2, 0_DOCK7, 0_FAM174B, 0_GALNT4, 0_GMEB2, 0_VSNL1, 0_AKR7A3, 0_ANTXR2, 0_AZI2, 0_CAMK2N1, 0_CHD1, 0_CXCR7, 0_CYP4B1, 0_HNRNPU, 0_LYZ, 0_PAK7, 0_SEC24A, 0_USP27X, 0_ADAMTS8, 0_ASPM, 0_BTBD9, 0_C2orf49, 0_GPR27, 0_OLFML2B, 0_ORC1L, 0_RBM15B, 0_SLC25A45, 0_TMSB4Y, 0_UBE2Q2, 0_BRAF, 0_DKFZp761E198, 0_EBAG9, 0_EIF2C4, 0_FLT4, 0_FRMD4A, 0_KCTD15, 0_KLK9, 0_LENG9, 0_MATN2, 0_MURC, 0_NNAT, 0_PCDHGA4, 0_SCML4, 0_TMEM25, 0_AMY2B, 0_ASCL1, 0_BSG, 0_C10orf95, 0_C22orf9, 0_C4orf32, 0_C7orf53, 0_C8B, 0_C9orf129, 0_CCR10, 0_CD4, 0_CD86, 0_CERCAM, 0_CIITA, 0_COBL, 0_CT45A5, 0_CYBA, 0_DLX4, 0_DNAJC10, 0_DOM3Z, 0_FAM26E, 0_FAM92B, 0_FOLR1, 0_FUZ, 0_GHDC, 0_H6PD, 0_HTR1F, 0_IPO9, 0_ITGB2, 0_KCNMB3, 0_KIAA0196, 0_LYPD3, 0_MAP3K13, 0_MGLL, 0_NCAPH, 0_NOTCH2NL, 0_NPEPL1, 0_NRBP1, 0_PHF5A, 0_PLEKHO1, 0_POLR1C, 0_PRKDC, 0_RNF40, 0_RPE, 0_SERPINB13, 0_SETX, 0_SOCS2, 0_STEAP4, 0_TSNAX, 0_TSPYL4, 0_UBE2B, 0_VPS37D, 0_VSTM2L, 0_VWA5B2, 0_ZNF487, 0_ZNF761, 0_ZNF814]

BEST SUMS WITH SIZE 50
Number of solutions = 50
Features in hall of fame by prevalence:
99 features: [0_ACOXL, 0_ADPGK, 0_ALPP, 0_APOBEC3H, 0_APOC4, 0_BEX1, 0_C14orf181, 0_C18orf26, 0_C20orf144, 0_CAPN2, 0_CAV3, 0_CD1A, 0_CD300C, 0_CDC6, 0_CLCA4, 0_COX7B2, 0_CTHRC1, 0_CYCSP52, 0_CYTSB, 0_EIF2C4, 0_EIF4E3, 0_ERO1L, 0_ESYT2, 0_FBXW12, 0_FGFBP2, 0_FLJ35024, 0_FOXD4, 0_FRMD4A, 0_FTHL3, 0_FUT6, 0_GEMIN4, 0_HRASLS2, 0_HSPA12B, 0_IL25, 0_INPP5A, 0_ISCA1P1, 0_KCNU1, 0_KCTD15, 0_KIF2C, 0_LYG2, 0_NNAT, 0_PIK3C2A, 0_PLUNC, 0_PODXL, 0_PPP2R2B, 0_PTPRC, 0_SFN, 0_SKA2, 0_SLC16A6, 0_SLC25A37, 0_TMEM25, 0_TMPRSS15, 0_UGT1A7, 0_VWC2, 0_ZMYND11, 0_ZNF256, 0_ZNF295, 0_ADAMTS13, 0_BRAF, 0_ZNF853, 0_NPR3, 0_ZFAND6, 0_ASAP2, 0_GUCA1C, 0_KCNMB3, 0_SLC35B2, 0_RCL1, 0_C19orf18, 0_C2orf86, 0_TNFRSF10A, 0_BPNT1, 0_C5orf42, 0_C8orf80, 0_CCDC55, 0_DDX58, 0_DLX6, 0_ENPP2, 0_FARSA, 0_FLJ10661, 0_GABRQ, 0_GFAP, 0_GUCA1A, 0_IDO2, 0_IL17REL, 0_KCNK1, 0_KCNN2, 0_MAPRE2, 0_OST4, 0_PCDP1, 0_SFT2D1, 0_SLC16A5, 0_SLC5A12, 0_SPCS2, 0_THRAP3, 0_TNFSF13, 0_TPRA1, 0_UTP3, 0_VDAC3, 0_WDR5]
